nombre,pais,ciudad_zona,direccion,telefono,email,web,tipo,cp,estado_origen,notas
Restaurante Los Manueles,España,,"Carrer de la Conca de Tremp, 4, 08032 Barcelona",+34 934292854,,,Restaurante,,investigated,"Tiene terraza exterior; local de tamaño pequeño-medio (capacidad aprox. 30-40 pax). Sentimiento general positivo, destacando el trato familiar y la calidad de las tapas. Venta tecnológica: oportunidad en digitalización de procesos (es tradicional), pero con posible resistencia al cambio y presupuesto ajustado."
Bar Restaurante Oasis,España,,"Passeig de Fabra i Puig, 212, 08016 Barcelona",933526618,,,Bar Restaurante,,investigated,"Tiene terraza exterior en el paseo; capacidad media (unas 10 mesas fuera y salón interior). Reseñas mayormente positivas destacando el menú diario y las tapas, con críticas por lentitud puntual. Punto fuerte para tecnología: digitalización de comandas para agilizar la terraza; punto débil: gestión de perfil tradicional."
Bar Restaurante Los Olivos,España,,"Carrer de Santander, 22, 08020 Barcelona",+34 933 14 52 41,losolivos@santander22.es,,Bar Restaurante,,investigated,"Tiene terraza exterior; capacidad media para unos 45 comensales. Sentimiento positivo, destacan la calidad del menú diario y el trato familiar. Oportunidad tech: agilizar comandas y cobros en horas punta; debilidad: perfil de negocio tradicional con posible resistencia al cambio."
Timesburg Poblenou,España,,"C/ de Pujades, 168, 08005 Barcelona",+34933569505,,https://www.timesburg.com,Hamburguesería,,investigated,"Tiene terraza exterior y capacidad media (~70 comensales) con estética industrial. Reseñas muy positivas en calidad de producto, aunque critican esperas en horas punta. Punto fuerte: marca moderna digitalizada receptiva a innovación; punto débil: procesos centralizados por ser parte de una cadena."
Bar Guinardó,España,,"Ronda del Guinardó, 150, 08041 Barcelona",934552485,,,Bar,,investigated,"Tiene terraza exterior. Local pequeño de barrio con capacidad aproximada para 30 personas. Sentimiento de reseñas muy positivo (trato familiar y tapas). Oportunidad en digitalización básica por falta de presencia online, aunque de perfil tradicional y presupuesto ajustado."
Shaka Barcelona,España,,"Carrer de Loreto, 13, 08029 Barcelona",934101010,info@shakabcn.com,https://shakabcn.com,Restaurante,,investigated,Dispone de terraza exterior y capacidad media (aprox. 60 comensales) con un diseño cuidado. Sentimiento muy positivo enfocado en la calidad Nikkei y el ambiente; ideal para vender soluciones de fidelización o gestión de reservas premium por su perfil de cliente de ticket alto.
Bar Tapería L'Origen,España,,"Carrer de Menorca, 5, 08020 Barcelona",+34 934 98 25 11,lorigen@gmail.com,,Tapería,,investigated,"Tiene terraza; local de barrio pequeño-mediano con capacidad aproximada para 30-40 comensales. Reseñas muy positivas (4.4/5) que destacan el trato cercano, ambiente familiar y calidad de las tapas. Punto fuerte: optimización de comandas en terraza; punto débil: negocio tradicional/familiar con posible resistencia al cambio tecnológico."
Bar Nou Pedralbes,España,,"Av. de Pedralbes, 32, 08034 Barcelona",+34 932 03 44 55,,,Bar,,investigated,"Dispone de terraza exterior y tiene una capacidad media-pequeña (aprox. 40 pax). Reseñas mayoritariamente positivas que destacan el trato familiar, la rapidez y la calidad del menú diario. Punto fuerte: ubicación en zona de alto poder adquisitivo; punto débil: gestión muy tradicional que puede mostrar resistencia al cambio tecnológico."
Bar Trobada,España,,"Carrer de Joan Torras, 1, 08030 Barcelona",+34 933 11 02 44,,,Bar,,investigated,"Tiene terraza exterior; es un local de barrio de tamaño pequeño-medio (capacidad aprox. 30-40 comensales). El sentimiento es muy positivo, destacando su trato familiar, rapidez y calidad de tapas y bocadillos. Punto fuerte: optimización de comandas en terraza; Punto débil: gestión tradicional con posible resistencia a soluciones digitales complejas."
Marilyn Restaurant Coctelería,España,,"C/ Gran de Sant Andreu, 248, 08030 Barcelona",+34 609 94 21 79,marilynsantandreu@gmail.com,https://marilyn-restaurant.eatbu.com,Restaurante Coctelería,,investigated,"Tiene terraza en calle peatonal; capacidad media de unos 45 comensales entre interior y exterior. Sentimiento positivo (4/5), destacando cócteles y ambiente. Punto fuerte para tecnología: local moderno con alta rotación; punto débil: ya usa plataforma básica Eatbu, requiere soluciones de valor añadido en fidelización o gestión."
Fogón del Castellano y Leonés,España,,"Passeig de Torras i Bages, 139, 08030 Barcelona",+34 931 01 19 13,info@fogoncastellano.com,,Restaurante Tradicional,,investigated,Tiene terraza exterior. Capacidad media para unos 50 comensales con ambiente tradicional. Sentimiento positivo enfocado en sus brasas y trato familiar. Punto clave: digitalizar comandas en terraza para agilizar el servicio manual y optimizar la rotación de mesas.
Foster's Hollywood L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440011,info@fostershollywood.es,https://fostershollywood.es,Restaurante Americano,,investigated,"Terraza interior en el centro comercial; local de gran tamaño con capacidad para unos 120 comensales. Sentimiento general aceptable (3,8/5), destacando la rapidez del servicio pero criticando precios y esperas en horas punta. Punto fuerte: optimización de alta rotación y gestión de colas; punto débil: decisiones de compra centralizadas por el grupo Alsea."
Bar Los Amigos,España,,"Carrer del Segre, 50, 08030 Barcelona",+34 933 45 00 11,,,Bar,,investigated,Tiene terraza exterior. Es un local pequeño de barrio con capacidad limitada. Sentimiento de reseñas positivo por su ambiente familiar y precios; punto fuerte para tecnología de fidelización sencilla y punto débil su perfil tradicional resistente a grandes inversiones.
Poke House Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 04 05,info@pokehouse.es,https://pokehouse.com,Restaurante,,investigated,Sin terraza propia (interior de centro comercial). Local pequeño-mediano de alta rotación con sentimiento general positivo en frescura y rapidez. Punto fuerte para tecnología: alta digitalización previa (kioscos); punto débil: decisiones de compra centralizadas por la franquicia.
Restaurante Las Sardinitas,España,,"Passeig de Garcia Fària, 70, 08019 Barcelona",+34 932 21 03 12,info@monchos.com,https://monchos.com,Restaurante,,investigated,"Amplia terraza frente al mar con gran capacidad para grupos y alto volumen; sentimiento mixto en reseñas por servicio lento frente a ubicación excelente. Punto fuerte para tecnología de agilidad en comandas por su alta rotación, pero difícil acceso por pertenecer al consolidado Grupo Moncho's."
Chill Bar Barcelona,España,,"Carrer de Provença, 424, 08013 Barcelona",+34 934 501 544,info@chillbar.es,https://chillbar.es,Bar/Restaurante,,investigated,"Tiene terraza exterior y capacidad media (aprox. 40 personas) con ambiente acogedor cerca de la Sagrada Familia. Reseñas muy positivas que destacan el trato amable y la calidad de las tapas. Ideal para vender tecnología de gestión ágil de pedidos por su alta rotación, aunque pueden ser reacios a sistemas que enfríen el trato directo."
Masia Can Sabadell,España,,"Carrer de Piferrer, 1, 08016 Barcelona",+34933541288,restaurante@cansabadell.es,http://cansabadell.es,Restaurante Tradicional,,investigated,"Tiene terraza amplia. Capacidad alta para eventos y grupos grandes (aprox. 150-200 pax). Sentimiento positivo por su comida tradicional, aunque critican lentitud en el servicio; ideal para vender sistemas de comandas móviles y gestión de reservas que agilicen la rotación."
La Bodegueta del Guinardó,España,,"Carrer de Varsòvia, 84, 08041 Barcelona",934360776,arnau.llach@gmail.com,https://labodeguetadelguinardo.com,Restaurante,,investigated,"Tiene terraza exterior; local de tamaño mediano con ambiente de bodega tradicional (aprox. 40-50 comensales). Reseñas muy positivas que destacan sus ""esmorzars de forquilla"" y el trato familiar y auténtico. Punto fuerte: agilizar comandas ante su alta rotación matinal; punto débil: posible resistencia al cambio por su perfil clásico y artesanal."
Pizzeria Maruzzella,España,,"Avinguda de Rio de Janeiro, 42, 08016 Barcelona",933513300,info@maruzzella.es,https://maruzzella.es,Restaurante,,investigated,"Dispone de terraza exterior y capacidad media (aprox. 50-60 pax). Reseñas muy positivas que destacan la autenticidad de su pizza napolitana y la calidad de la masa. Punto fuerte: ya gestionan pedidos online, pero tienen margen para optimizar la rotación de mesas y fidelización digital."
Ribs L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440121,info@ribs.es,https://www.ribs.es,Restaurante Americano,,investigated,"Dispone de terraza interior en el centro comercial y amplia capacidad (aprox. 150 pax). El sentimiento es mixto (3.7⭐), con críticas recurrentes por lentitud y fallos en el servicio. Punto fuerte tecnológico: soluciones para agilizar rotación y pedidos; punto débil: compra centralizada por pertenecer a gran cadena."
Restaurante El Tast,España,,"Passeig de Fabra i Puig, 222, 08016 Barcelona",934085544,,,Restaurante,,investigated,"Tiene terraza en el paseo y capacidad media para unos 45 comensales. Reseñas mayoritariamente positivas destacando el trato y la calidad-precio. Oportunidad tecnológica en gestión de comandas por alta afluencia, aunque el perfil es de gestión tradicional."
Igueldo,España,,"C. de Rosselló, 186, 08036 Barcelona",+34934511058,restaurant@igueldo.com,https://www.restauranteigueldo.com,Restaurante Vasco,,investigated,Tiene terraza exterior y capacidad para unos 45-50 comensales. Sentimiento muy positivo basado en la excelencia del producto y cocina vasca tradicional. Fuerte en herramientas de fidelización y reservas premium; débil ante tecnologías que despersonalicen su servicio clásico y sobrio.
Jefferson Beach Club,España,,"Playa de Sant Sebastià s/n (Playa Bogatell), 08005 Barcelona",+34933091291,info@panteagroup.es,,Chiringuito,,investigated,"Chiringuito a pie de playa con amplia terraza y zona de hamacas; capacidad media-alta orientada a gran afluencia. Sentimiento mixto: críticas negativas por servicio lento, precios altos y atención, pero buena valoración de la ubicación. Oportunidad clave para vender sistemas de comandas móviles (PDA) o códigos QR que agilicen el servicio y mejoren la rotación."
Restaurante Los Olmos,España,,"Carrer d'Aragó, 287, 08009 Barcelona",+34 932 15 00 11,,,Cocina casera,,investigated,"Tiene terraza exterior y capacidad media (aprox. 50 pax). Reseñas mayoritariamente positivas, destacando la rapidez del servicio y la calidad del menú diario. Punto fuerte: optimización de comandas y pagos rápidos para gestionar la alta rotación de trabajadores de la zona."
Dalt de Tot,España,,"Carrer de Bailèn, 154, 08037 Barcelona",934578481,,,Bar,,investigated,"Tiene terraza exterior; local de tamaño medio-pequeño (aprox. 35 pax). Sentimiento muy positivo centrado en trato cercano y calidad-precio. Potencial para agilizar comandas y cobros, aunque su perfil tradicional de barrio puede limitar la inversión en soluciones complejas."
Frankfurt El Padrino,España,,"Carrer de l'Ajuntament, 4, 08030 Barcelona",+34 933 11 88 54,,,Frankfurt,,investigated,Tiene terraza exterior; local de tamaño medio con capacidad para unos 40 comensales. Reseñas muy positivas centradas en la rapidez y calidad de los bocadillos clásicos. Punto fuerte para tecnología: necesidad de agilizar comandas por alta rotación; punto débil: perfil de gestión muy tradicional.
Carrot Café,España,,"C/ de Tànger, 22, 08005 Barcelona",+34933093375,carrotcafe@carrotcafe.es,http://www.carrotcafe.es,Sandwichería Gourmet,,investigated,"Terraza: No dispone. Capacidad: Mediana, aproximadamente 45-50 comensales. Sentimiento: Muy positivo, destacando la alta calidad de sus bocadillos gourmet y tartas de queso. Venta Tech: Punto fuerte en la optimización de pedidos para picos de trabajo en zona tecnológica (22@); punto débil en que es un negocio consolidado con sistemas ya implementados."
Vivari Manuel de Falla,España,,"Carrer de Manuel de Falla, 15, 08034 Barcelona",+34 934 14 52 63,,,Cafetería,,investigated,"Tiene terraza exterior y capacidad para unos 25 comensales. El sentimiento es mayormente positivo, aunque critican la lentitud del servicio en horas punta. Punto fuerte: necesidad de agilizar comandas y cobros por alto flujo; punto débil: su naturaleza de franquicia limita la autonomía tecnológica."
Burger King Heron City,España,,"Avinguda de Rio de Janeiro, 42, 08016 Barcelona",932765100,atencioncliente@burgerking.es,https://www.burgerking.es,Restaurante,,investigated,"Tiene terraza amplia; local de gran tamaño con capacidad aproximada de 150 personas. Sentimiento general negativo por lentitud en el servicio y falta de limpieza. Oportunidad en herramientas de eficiencia operativa, aunque el principal freno es la centralización tecnológica de la franquicia."
